GENE	S_alburnoides%Sq_AA_rep1	S_alburnoides%Sq_AA_rep2	S_alburnoides_allo%Sq_PAA_rep1	S_alburnoides_allo%Sq_PAA_rep2	S_pyrenaicus%Sq_PP_rep1	S_pyrenaicus%Sq_PP_rep2
CVRK01036546.1	284	246	384	405	181	173
CVRK01036547.1	226	202	336	327	223	211
CVRK01036548.1	12882	12486	21035	20333	15856	15432
CVRK01036549.1	0	0	0	0	0	0
CVRK01036550.1	15	9	1056	943	827	796
CVRK01036551.1	11	11	0	1	0	0
CVRK01036552.1	1	1	0	0	0	0
CVRK01036553.1	0	0	1	1	109	103
CVRK01036554.1	82	76	73	72	36	29
CVRK01036555.1	0	0	0	0	0	0
CVRK01036557.1	5	4	2	3	15	16
CVRK01036558.1	21	19	53	52	10	5
CVRK01036559.1	17	20	17	17	3	3
CVRK01036560.1	1051	986	136	134	135	127
CVRK01036561.1	25	15	73	62	22	17
CVRK01036562.1	265	252	5	4	5	5
CVRK01036563.1	655	650	1403	1313	893	852
CVRK01036565.1	49	58	29	20	22	15
CVRK01036566.1	1228	1124	448	404	73	78
CVRK01036567.1	12	14	16	20	14	13
CVRK01036568.1	1	1	0	0	0	0
CVRK01036569.1	0	0	0	0	0	0
CVRK01036570.1	19	22	19	10	4	11
CVRK01036571.1	130	124	70	67	38	38
CVRK01036572.1	32	32	0	0	1	1
CVRK01036573.1	0	0	0	0	0	0
CVRK01036574.1	0	0	0	0	0	0
CVRK01036575.1	624	642	422	411	106	111
CVRK01036576.1	126	117	53	47	27	29
CVRK01036577.1	145	121	67	57	31	24
CVRK01036578.1	9	1	12	9	4	3
CVRK01036579.1	16	16	1	1	0	0
CVRK01036580.1	1614	1583	175	174	26	25
CVRK01036581.1	0	0	0	1	0	0
CVRK01036582.1	80	85	20	15	16	14
CVRK01036583.1	509	457	827	818	436	485
CVRK01036584.1	0	0	0	0	0	0
CVRK01036585.1	2586	2636	259	253	30	25
CVRK01036586.1	0	0	0	0	0	0
CVRK01036587.1	18	17	19	20	12	10
CVRK01036588.1	8	18	2	1	0	0
CVRK01036589.1	260	259	25	28	24	25
CVRK01036590.1	156	113	128	112	228	206
CVRK01036591.1	255	252	169	151	97	86
CVRK01036592.1	760	679	906	830	320	299
CVRK01036593.1	0	0	0	0	0	0
CVRK01036594.1	77	65	70	75	37	33
CVRK01036595.1	13	12	34	41	1	5
CVRK01036596.1	72	83	120	135	53	39
CVRK01036598.1	0	0	0	0	0	0
CVRK01036599.1	0	0	0	0	0	0
CVRK01036600.1	98	110	39	50	27	18
CVRK01036601.1	138	152	77	72	40	40
CVRK01036602.1	179	161	227	222	74	73
CVRK01036603.1	3	2	0	0	0	0
CVRK01036604.1	219	222	26	40	16	12
CVRK01036605.1	1	1	2	0	1	1
CVRK01036606.1	475	481	195	213	139	147
CVRK01036607.1	23	19	11	15	18	15
CVRK01036608.1	36	41	47	32	26	27
CVRK01036609.1	0	2	1	1	0	0
CVRK01036610.1	7	8	1	0	1	2
CVRK01036611.1	0	0	0	0	0	0
CVRK01036612.1	0	0	0	0	0	0
CVRK01036613.1	11	11	15	21	3	2
CVRK01036614.1	0	0	0	1	0	0
CVRK01036615.1	1633	1644	1617	1588	564	583
CVRK01036616.1	37	36	20	15	7	4
CVRK01036617.1	0	0	1	1	0	0
CVRK01036618.1	2	1	3	1	0	1
CVRK01036619.1	6	9	4	5	2	2
CVRK01036620.1	1	1	0	0	0	0
CVRK01036621.1	665	649	974	917	239	225
CVRK01036622.1	24	22	8	8	1	1
CVRK01036623.1	0	0	0	0	0	0
CVRK01036624.1	2	1	1	2	1	1
CVRK01036625.1	0	0	1	2	0	0
CVRK01036626.1	0	0	0	0	0	0
CVRK01036627.1	3	2	0	0	0	0
CVRK01036629.1	0	0	0	0	0	0
CVRK01036630.1	30	27	27	23	3	4
CVRK01036631.1	0	0	0	0	0	0
CVRK01036632.1	13	13	1	1	2	2
CVRK01036633.1	36	32	46	43	0	0
CVRK01036634.1	0	0	0	0	0	0
CVRK01036635.1	55	57	432	424	0	0
CVRK01036636.1	102	100	11	10	5	7
CVRK01036637.1	93	88	25	27	0	2
CVRK01036638.1	1	0	0	0	12	17
CVRK01036639.1	46	56	12	12	112	109
CVRK01036640.1	2	1	0	0	0	0
CVRK01036641.1	0	0	0	0	0	0
CVRK01036642.1	2	3	0	0	0	0
CVRK01036643.1	2	2	13	15	0	0
CVRK01036644.1	10	8	0	1	0	0
CVRK01036645.1	28	21	8	4	1	1
CVRK01036646.1	4	4	1	2	0	1
CVRK01036647.1	68	64	177	173	293	264
CVRK01036649.1	26	26	22	18	17	21
CVRK01036650.1	7	7	6	8	1	2
CVRK01036651.1	6	3	3	4	2	2
CVRK01036652.1	5	4	22	23	17	16
CVRK01036653.1	252	230	176	168	141	132
CVRK01036654.1	9	9	1	2	0	0
CVRK01036655.1	1	1	0	0	0	0
CVRK01036656.1	133	131	132	134	42	40
CVRK01036657.1	2	1	0	0	0	0
CVRK01036658.1	3	3	1	2	3	2
CVRK01036659.1	4	4	1	0	0	1
CVRK01036660.1	1	1	9	6	2	3
CVRK01036661.1	1075	1067	14699	13933	7172	7069
CVRK01036662.1	2	2	0	0	0	0
CVRK01036663.1	959	906	299	294	163	149
CVRK01036664.1	52	57	7	3	0	0
CVRK01036665.1	272	268	620	605	130	128
CVRK01036666.1	6	2	10	11	5	4
CVRK01036667.1	17	13	2	2	0	0
CVRK01036668.1	0	0	0	0	2	0
CVRK01036669.1	0	0	0	0	0	0
CVRK01036670.1	5	4	1	1	0	0
CVRK01036671.1	0	0	10	13	0	0
CVRK01036672.1	0	1	0	1	1	2
CVRK01036673.1	1	1	3	2	1	0
CVRK01036674.1	3	3	7	7	13	12
CVRK01036675.1	12	7	1	1	1	0
CVRK01036676.1	17	18	2	3	3	3
CVRK01036677.1	6	4	0	0	0	0
CVRK01036678.1	0	0	0	0	0	0
CVRK01036679.1	2	2	52	60	0	0
CVRK01036680.1	0	0	0	0	0	0
CVRK01036681.1	0	0	0	0	0	0
CVRK01036682.1	3	5	5	8	3	3
CVRK01036683.1	3	3	0	0	0	0
CVRK01036684.1	46	44	4	3	0	2
CVRK01036685.1	16	13	4	6	4	6
CVRK01036686.1	17	17	34	31	0	0
CVRK01036687.1	10	4	9	7	5	8
CVRK01036688.1	0	0	1	0	0	0
CVRK01036689.1	5	3	5	5	0	1
CVRK01036690.1	0	0	2	0	0	0
CVRK01036691.1	2	2	3	3	0	0
CVRK01036692.1	2	0	0	1	2	1
CVRK01036693.1	15	14	1	1	0	0
CVRK01036694.1	0	0	0	0	0	0
CVRK01036695.1	194	181	568	528	17	14
CVRK01036696.1	30	35	0	1	0	0
CVRK01036697.1	0	0	1	2	0	0
CVRK01036698.1	0	0	0	0	0	0
CVRK01036699.1	0	0	0	0	0	0
CVRK01036701.1	4	2	11	9	0	0
CVRK01036702.1	3	0	0	0	1	1
CVRK01036703.1	1344	1294	1201	1183	1133	1096
CVRK01036704.1	2	2	1	1	0	1
CVRK01036705.1	1	2	0	0	0	0
CVRK01036707.1	0	0	0	0	0	0
CVRK01036708.1	1	2	0	0	0	0
CVRK01036709.1	1	0	0	0	0	0
CVRK01036710.1	17	16	8	4	2	4
CVRK01036711.1	0	0	0	0	0	0
CVRK01036712.1	7	9	2	6	0	0
CVRK01036713.1	0	2	0	0	0	1
CVRK01036714.1	14	20	4	2	0	0
CVRK01036715.1	0	1	2	2	0	0
CVRK01036716.1	12	13	5	4	1	1
CVRK01036717.1	7	5	2	1	3	3
CVRK01036718.1	23	23	8	8	0	0
CVRK01036719.1	3	1	2	1	1	0
CVRK01036720.1	28	28	25	22	29	19
CVRK01036721.1	0	0	0	0	0	0
CVRK01036722.1	24	24	7	2	4	3
CVRK01036723.1	0	0	1	1	0	0
CVRK01036724.1	0	0	0	0	0	0
CVRK01036725.1	14	12	5	5	2	2
CVRK01036726.1	18	19	18	19	5	6
CVRK01036727.1	1	1	0	0	0	0
CVRK01036728.1	0	0	0	0	0	0
CVRK01036729.1	0	0	0	0	0	0
CVRK01036730.1	5	4	3	4	0	0
CVRK01036731.1	39	50	38	39	18	15
CVRK01036732.1	30	26	35	28	10	12
CVRK01036733.1	63	64	59	51	65	59
CVRK01036734.1	25	24	1	1	0	0
CVRK01036735.1	8	6	23	24	0	0
CVRK01036736.1	0	0	0	0	0	0
CVRK01036737.1	0	0	0	0	0	0
CVRK01036738.1	20	19	7	10	1	2
CVRK01036739.1	124	117	8	9	2	1
CVRK01036740.1	7	7	3	4	0	1
CVRK01036741.1	0	1	0	0	0	0
CVRK01036742.1	77	69	23	21	5	8
CVRK01036743.1	581	557	2543	2447	728	716
CVRK01036744.1	17	27	7	8	0	0
CVRK01036745.1	0	0	0	0	0	0
CVRK01036747.1	0	0	0	0	0	0
CVRK01036748.1	1	1	0	0	0	0
CVRK01036749.1	1	3	1	0	0	0
CVRK01036750.1	12	13	133	124	361	362
CVRK01036751.1	44	41	70	82	37	32
CVRK01036752.1	1	1	2	2	4	2
CVRK01036753.1	104	96	35	33	7	8
CVRK01036754.1	31	27	0	0	0	0
CVRK01036755.1	1	1	0	0	0	0
CVRK01036756.1	3	3	0	0	0	0
CVRK01036757.1	87	90	74	76	11	10
CVRK01036758.1	19	18	1	1	0	0
CVRK01036759.1	3	3	3	1	2	1
CVRK01036760.1	30	35	23	30	2	2
CVRK01036761.1	43	43	61	50	2	1
CVRK01036762.1	0	0	0	2	0	0
CVRK01036763.1	72	71	5	4	0	0
CVRK01036764.1	0	0	0	0	0	0
CVRK01036765.1	59	68	88	77	28	32
CVRK01036766.1	12	9	1	0	32	29
CVRK01036767.1	59	57	10	11	120	116
CVRK01036769.1	3110	3047	4743	4647	877	869
CVRK01036770.1	17	28	100	91	2	4
CVRK01036771.1	11	14	111	106	32	34
CVRK01036772.1	122	112	10	10	3	1
CVRK01036773.1	6	3	0	0	0	0
CVRK01036774.1	43	43	57	58	44	44
CVRK01036775.1	1	0	0	0	0	0
CVRK01036776.1	11	20	16	19	4	4
CVRK01036777.1	1	1	0	0	0	0
CVRK01036778.1	0	0	0	0	0	0
CVRK01036779.1	6	8	4	3	0	0
CVRK01036780.1	13	12	5	5	4	2
CVRK01036781.1	0	0	1	0	0	0
CVRK01036782.1	25	26	0	0	0	0
CVRK01036783.1	1	1	0	0	9	9
CVRK01036784.1	1	1	0	0	0	0
CVRK01036785.1	2	1	0	0	0	0
CVRK01036786.1	112	125	94	74	25	20
CVRK01036787.1	1	2	4	3	0	0
CVRK01036788.1	41	46	162	162	41	44
CVRK01036789.1	1494	1452	239	233	52	51
CVRK01036790.1	272	252	8	10	4	3
CVRK01036791.1	268	277	528	519	453	475
CVRK01036792.1	114	111	32	28	18	20
CVRK01036793.1	5	5	2	1	2	4
CVRK01036794.1	1	1	0	0	0	1
CVRK01036795.1	3	3	4	2	0	0
CVRK01036796.1	14	8	7	5	2	0
CVRK01036797.1	1	1	0	0	0	0
CVRK01036798.1	17	21	29	28	1	1
CVRK01036799.1	0	1	0	0	0	0
CVRK01036800.1	21	18	79	77	12	16
CVRK01036801.1	21	25	10	9	1	2
CVRK01036803.1	17	13	2	2	2	1
CVRK01036804.1	62	59	27	30	8	7
CVRK01036805.1	200	188	144	146	84	78
CVRK01036806.1	31	28	6	5	9	9
CVRK01036807.1	0	0	0	0	0	0
CVRK01036809.1	138	125	4	3	2	4
CVRK01036810.1	4	5	0	0	1	1
CVRK01036811.1	1	1	0	0	0	0
CVRK01036812.1	67	58	44	45	7	5
CVRK01036813.1	26	28	6	6	3	3
CVRK01036814.1	0	0	0	0	0	0
CVRK01036815.1	14	16	14	11	4	3
CVRK01036816.1	0	1	0	0	1	0
CVRK01036817.1	27	26	9	8	5	4
CVRK01036818.1	0	0	1	1	0	0
CVRK01036819.1	9	9	5	6	2	1
CVRK01036820.1	6	5	0	0	0	0
CVRK01036821.1	4	9	1	0	0	0
CVRK01036822.1	628	607	78	68	47	40
CVRK01036823.1	24	16	8	4	2	5
CVRK01036825.1	5	9	8	9	4	2
CVRK01036826.1	15	19	23	37	20	22
CVRK01036827.1	218	210	119	119	210	188
CVRK01036828.1	26	18	11	9	43	40
CVRK01036829.1	25	23	7	7	4	3
CVRK01036830.1	3	2	0	0	0	0
CVRK01036831.1	66	72	243	244	197	188
CVRK01036832.1	3	5	0	0	0	0
CVRK01036833.1	11	14	2	2	0	0
CVRK01036834.1	0	0	0	0	0	0
CVRK01036835.1	2	2	0	0	2	3
CVRK01036837.1	1	1	2	3	0	0
CVRK01036839.1	14	13	70	68	58	51
CVRK01036840.1	0	0	0	0	0	0
CVRK01036841.1	0	0	0	0	0	0
CVRK01036842.1	22	20	4	4	1	1
CVRK01036843.1	32	30	1	1	0	0
CVRK01036844.1	15	15	10	9	6	5
CVRK01036845.1	10	6	5	5	1	1
CVRK01036846.1	33	28	23	24	0	0
CVRK01036847.1	4	3	0	1	0	0
CVRK01036848.1	4	6	0	0	0	1
CVRK01036849.1	0	0	0	0	0	0
CVRK01036850.1	32	32	65	69	14	15
CVRK01036851.1	0	0	0	0	15	17
CVRK01036852.1	0	0	0	0	0	0
CVRK01036853.1	0	0	0	1	0	0
CVRK01036854.1	2	2	0	1	0	1
CVRK01036855.1	0	0	1	2	0	0
CVRK01036856.1	8	10	2	1	0	0
CVRK01036857.1	6	4	4	5	1	1
CVRK01036858.1	3	0	0	0	0	0
CVRK01036859.1	0	0	0	0	0	0
CVRK01036860.1	1841	1752	4536	4460	2390	2305
CVRK01036861.1	0	1	1	5	1	0
CVRK01036862.1	17	5	65	58	1	1
CVRK01036863.1	2	2	1	1	0	0
CVRK01036864.1	8	6	1	0	0	0
CVRK01036865.1	26	26	0	0	4	6
CVRK01036866.1	8	6	1	2	3	3
CVRK01036868.1	9	3	22	23	0	0
CVRK01036869.1	1	0	0	0	0	0
CVRK01036870.1	10	12	2	3	0	0
CVRK01036871.1	0	0	4	3	1	4
CVRK01036872.1	2	2	0	0	0	0
CVRK01036873.1	2	1	0	0	0	0
CVRK01036874.1	1	2	1	1	0	1
CVRK01036875.1	1	2	4	4	0	0
CVRK01036876.1	0	0	0	0	1	0
CVRK01036877.1	649	621	912	888	272	268
CVRK01036878.1	12	9	87	83	1	0
CVRK01036879.1	0	0	0	0	0	0
CVRK01036880.1	6	3	1	1	0	0
CVRK01036882.1	60	71	9	6	0	1
CVRK01036883.1	16	17	17	20	5	6
CVRK01036884.1	12	13	40	37	29	34
CVRK01036885.1	254	251	202	199	67	64
CVRK01036886.1	1	1	4	3	0	0
CVRK01036887.1	0	0	0	0	0	0
CVRK01036888.1	21	22	17	18	0	0
CVRK01036889.1	17	21	17	14	3	2
CVRK01036890.1	7	3	0	0	0	0
CVRK01036891.1	5	6	0	0	1	1
CVRK01036892.1	0	0	4	3	0	0
CVRK01036893.1	0	0	2	1	2	1
CVRK01036894.1	14	15	16	15	14	15
CVRK01036895.1	0	0	74	83	5	5
CVRK01036896.1	190	210	60	39	21	17
CVRK01036897.1	36	40	109	94	21	21
CVRK01036898.1	754	742	50	40	0	0
CVRK01036899.1	6	6	63	66	86	81
CVRK01036900.1	1	0	1	1	0	0
CVRK01036901.1	0	0	1	0	0	0
CVRK01036902.1	1	1	0	0	0	0
CVRK01036903.1	0	3	3	6	2	4
CVRK01036904.1	6	5	0	0	0	0
CVRK01036905.1	1	3	3	0	2	2
CVRK01036906.1	95	89	20	16	6	7
CVRK01036907.1	0	0	0	0	0	0
CVRK01036908.1	254	199	208	226	130	117
CVRK01036909.1	38	37	21	21	9	9
CVRK01036910.1	57	46	26	23	6	2
CVRK01036911.1	4	3	1	2	0	0
CVRK01036912.1	2	2	0	0	0	0
CVRK01036913.1	115	114	78	78	3	4
CVRK01036914.1	0	0	0	0	0	0
CVRK01036915.1	142	133	51	48	37	35
CVRK01036916.1	179	169	391	376	186	168
CVRK01036917.1	1	2	1	1	0	0
CVRK01036918.1	0	0	0	0	0	0
CVRK01036919.1	0	0	0	0	0	0
CVRK01036920.1	2	2	0	0	0	0
CVRK01036921.1	655	680	937	910	86	83
CVRK01036922.1	0	0	0	0	0	0
CVRK01036923.1	4	5	4	4	1	1
CVRK01036924.1	0	2	1	5	2	1
CVRK01036925.1	49	40	52	41	14	15
CVRK01036926.1	10	10	4	4	0	0
CVRK01036927.1	0	0	0	0	0	0
CVRK01036928.1	6	5	13	13	1	1
CVRK01036929.1	59	55	15	13	7	7
CVRK01036930.1	0	0	0	0	0	0
CVRK01036931.1	5	9	0	0	0	0
CVRK01036932.1	0	0	0	0	1	1
CVRK01036933.1	217	210	309	287	148	140
CVRK01036934.1	2	0	0	0	0	0
CVRK01036935.1	2	2	1	0	0	1
CVRK01036936.1	7	8	1	1	0	0
CVRK01036937.1	0	0	0	0	0	0
CVRK01036938.1	4	4	2	4	1	0
CVRK01036939.1	8	8	0	0	0	0
CVRK01036940.1	502	492	179	173	66	65
CVRK01036941.1	1750	1620	2298	2300	101	91
CVRK01036942.1	54	51	16	21	10	9
CVRK01036943.1	85	90	87	83	62	64
CVRK01036944.1	186	169	276	251	86	92
CVRK01036945.1	562	548	1069	1045	39	39
CVRK01036946.1	3	6	41	38	0	0
CVRK01036947.1	16	15	3	8	6	4
CVRK01036948.1	0	0	0	0	0	0
CVRK01036949.1	2	1	0	0	0	0
CVRK01036950.1	91	87	69	75	60	59
CVRK01036951.1	2	0	0	0	0	0
CVRK01036952.1	0	0	0	0	0	0
CVRK01036953.1	22	24	7	6	3	6
CVRK01036954.1	12	12	1	1	0	0
CVRK01036955.1	77	74	222	220	53	53
CVRK01036956.1	5	5	0	0	1	1
CVRK01036957.1	1	1	0	0	0	0
CVRK01036959.1	1	0	7	6	6	5
CVRK01036960.1	6	7	1	1	0	0
CVRK01036961.1	44	42	16	15	9	11
CVRK01036962.1	47	48	1	1	0	0
CVRK01036963.1	5	4	6	5	1	1
CVRK01036964.1	99	93	238	236	140	145
CVRK01036965.1	6	5	3	3	2	0
CVRK01036966.1	18	27	7	6	1	0
CVRK01036967.1	42	36	26	17	4	7
CVRK01036968.1	406	387	416	406	264	254
CVRK01036969.1	8	6	0	1	2	1
CVRK01036970.1	21	19	18	18	11	13
CVRK01036971.1	0	0	0	0	0	0
CVRK01036972.1	1933	1867	474	446	292	292
CVRK01036973.1	2	2	0	0	0	0
CVRK01036974.1	23	18	6	8	2	2
CVRK01036975.1	0	0	1	0	0	0
CVRK01036976.1	10	10	16	13	8	6
CVRK01036977.1	617	592	714	671	71	75
CVRK01036978.1	17	20	1	1	0	1
CVRK01036979.1	121	111	24	25	7	8
CVRK01036980.1	11	6	0	0	0	0
CVRK01036981.1	7	7	4	5	2	2
CVRK01036982.1	0	0	0	0	0	0
CVRK01036983.1	117	119	83	84	247	240
CVRK01036984.1	77	74	24	23	19	25
CVRK01036985.1	3	5	0	0	0	0
CVRK01036986.1	131	133	112	117	55	54
CVRK01036989.1	32	29	80	87	29	33
CVRK01036991.1	21	16	0	0	0	0
CVRK01036992.1	11329	11082	10624	10319	3016	2945
CVRK01036993.1	0	0	0	1	0	0
CVRK01036994.1	0	0	0	0	0	0
CVRK01036995.1	4	5	2	2	0	0
CVRK01036996.1	7	6	2	2	11	9
CVRK01036997.1	32	28	12	7	0	0
CVRK01036998.1	78	74	42	42	10	11
CVRK01036999.1	659	648	504	494	214	208
CVRK01037000.1	122	119	108	108	69	67
CVRK01037001.1	41	35	20	19	6	5
CVRK01037002.1	2	3	1	1	0	0
CVRK01037003.1	74	67	165	166	117	103
CVRK01037004.1	0	0	0	0	0	0
CVRK01037005.1	33	30	18	20	12	10
CVRK01037006.1	3	3	1	1	0	0
CVRK01037007.1	377	372	259	258	179	179
CVRK01037008.1	0	0	0	0	0	0
CVRK01037009.1	0	0	2	2	0	0
CVRK01037010.1	1	3	9	8	1	0
CVRK01037011.1	0	1	0	0	0	0
CVRK01037012.1	27	20	19	11	1	1
CVRK01037013.1	2	1	0	0	0	0
CVRK01037014.1	16	22	22	19	9	11
CVRK01037015.1	303	295	243	236	166	159
CVRK01037016.1	0	0	0	0	0	0
CVRK01037017.1	7	9	0	1	0	1
CVRK01037018.1	0	0	0	0	0	0
CVRK01037019.1	11	13	3	0	9	7
CVRK01037020.1	0	0	0	0	0	0
CVRK01037021.1	3	3	0	0	0	0
CVRK01037022.1	7	5	5	7	3	3
CVRK01037023.1	4	4	5	5	0	0
CVRK01037024.1	5	3	6	4	2	4
CVRK01037025.1	5	3	0	0	0	0
CVRK01037026.1	19	15	8	8	3	3
CVRK01037027.1	68	65	77	63	22	25
CVRK01037028.1	0	0	0	0	0	0
CVRK01037029.1	7	7	0	1	1	4
CVRK01037030.1	0	0	0	0	0	0
CVRK01037031.1	11	10	8	8	12	12
CVRK01037032.1	2	3	17	16	4	3
CVRK01037033.1	1	0	0	0	0	0
CVRK01037034.1	65	64	23	18	2	2
CVRK01037035.1	6	7	5	6	3	3
CVRK01037036.1	1	1	0	0	4	2
CVRK01037037.1	2	0	0	0	1	1
CVRK01037038.1	9	14	11	10	10	6
CVRK01037039.1	5	15	106	104	6	6
CVRK01037040.1	108	105	45	44	5	5
CVRK01037041.1	13	20	15	12	11	17
CVRK01037042.1	319	317	35	38	60	64
CVRK01037043.1	0	0	0	0	0	0
CVRK01037044.1	25	21	6	6	1	2
CVRK01037045.1	2	4	0	0	0	0
CVRK01037046.1	214	204	319	321	72	72
CVRK01037047.1	2	2	0	0	0	0
CVRK01037048.1	11	13	2	2	2	2
CVRK01037050.1	4	4	0	1	1	1
CVRK01037051.1	5	6	1	1	4	4
CVRK01037052.1	17	11	5	4	16	24
CVRK01037054.1	44	49	25	25	11	8
CVRK01037055.1	6	7	2	3	1	1
CVRK01037056.1	0	1	0	0	0	0
CVRK01037057.1	171	150	200	193	148	135
CVRK01037058.1	629	607	1129	1130	232	234
CVRK01037059.1	4	5	5	5	6	4
CVRK01037060.1	9	8	1	2	0	0
CVRK01037061.1	42	37	31	51	8	10
CVRK01037062.1	16	13	5	6	7	5
CVRK01037063.1	84	82	24	26	14	17
CVRK01037064.1	39	39	170	174	98	94
CVRK01037065.1	1791	1731	1061	1032	573	561
CVRK01037067.1	8	9	0	0	1	1
CVRK01037068.1	30	24	15	17	3	2
CVRK01037069.1	76	74	17	16	1	1
CVRK01037070.1	72	73	61	60	33	31
CVRK01037071.1	2	0	3	2	0	0
CVRK01037072.1	57	54	39	38	3	4
CVRK01037073.1	216	192	237	241	123	131
CVRK01037074.1	0	0	0	0	0	0
CVRK01037075.1	0	0	0	0	1	2
CVRK01037076.1	0	0	3	5	1	6
CVRK01037077.1	14	16	6	4	0	1
CVRK01037078.1	40	40	5	5	2	2
CVRK01037079.1	0	1	4	0	2	1
CVRK01037080.1	30	31	14	10	2	2
CVRK01037081.1	60	63	42	46	41	31
CVRK01037083.1	2	1	1	1	1	1
CVRK01037084.1	0	0	27	29	0	0
CVRK01037085.1	50	48	19	18	26	25
CVRK01037086.1	2	2	0	0	0	0
CVRK01037087.1	100	94	149	131	31	31
CVRK01037088.1	0	0	0	0	0	0
CVRK01037089.1	40	42	27	22	22	26
CVRK01037090.1	0	0	0	1	0	0
CVRK01037091.1	0	0	0	0	0	0
CVRK01037092.1	0	0	0	0	0	0
CVRK01037093.1	4	6	5	5	1	1
CVRK01037094.1	74	84	74	72	48	40
CVRK01037095.1	3	2	1	0	0	0
CVRK01037096.1	0	0	0	0	0	0
CVRK01037097.1	15	10	2	2	0	0
CVRK01037098.1	25	24	34	39	109	109
CVRK01037099.1	198	189	226	262	146	150
CVRK01037100.1	34	32	4	3	3	3
CVRK01037101.1	33	29	6	5	3	2
CVRK01037102.1	207	202	67	66	20	19
CVRK01037103.1	193	188	5	6	1	1
CVRK01037104.1	7	5	7	9	1	1
CVRK01037105.1	15	15	0	0	0	0
CVRK01037106.1	33	33	21	15	7	10
CVRK01037107.1	5311	5190	10737	10514	5566	5412
CVRK01037108.1	30	25	18	18	21	20
CVRK01037109.1	3	2	1	1	0	0
CVRK01037110.1	0	2	0	1	0	0
CVRK01037111.1	523	512	94	90	52	49
CVRK01037113.1	73	89	137	116	59	62
CVRK01037114.1	1	1	0	0	1	1
CVRK01037115.1	40	43	35	36	18	14
CVRK01037116.1	688	649	1246	1186	852	824
CVRK01037117.1	8	12	1	1	0	0
CVRK01037118.1	0	0	0	0	0	0
CVRK01037119.1	7	2	4	4	0	1
CVRK01037120.1	13	10	2	6	0	0
CVRK01037121.1	1	2	0	0	0	0
CVRK01037122.1	1	5	0	1	0	0
CVRK01037123.1	1	5	0	4	1	1
CVRK01037124.1	0	0	0	0	0	0
CVRK01037125.1	90	91	97	91	73	64
CVRK01037126.1	5	4	0	0	0	0
CVRK01037127.1	233	212	71	64	25	26
CVRK01037128.1	186	192	160	159	83	88
CVRK01037129.1	5	1	0	0	0	0
CVRK01037130.1	0	0	0	0	0	0
CVRK01037131.1	816	799	904	903	1180	1136
CVRK01037132.1	241	250	409	387	155	151
CVRK01037133.1	8	8	1	6	0	2
CVRK01037134.1	40	42	62	59	14	18
CVRK01037135.1	0	0	1	0	1	1
CVRK01037136.1	37	42	28	24	13	10
CVRK01037137.1	54	56	24	22	9	7
CVRK01037138.1	29	32	21	21	0	0
CVRK01037139.1	7	5	0	0	1	1
CVRK01037140.1	29	31	15	15	7	5
CVRK01037141.1	50	49	2	2	3	3
CVRK01037142.1	0	1	0	0	0	0
CVRK01037143.1	4	6	4	2	0	0
CVRK01037144.1	185	190	89	80	38	44
CVRK01037145.1	7	7	1	1	0	0
CVRK01037146.1	13	12	1	1	9	8
CVRK01037147.1	7	9	6	5	7	8
CVRK01037148.1	1	3	1	0	0	1
CVRK01037149.1	56	63	69	77	0	0
CVRK01037150.1	6	7	4	3	2	2
CVRK01037151.1	61	37	18	21	10	6
CVRK01037152.1	522	495	140	145	121	111
CVRK01037153.1	19	19	26	29	9	12
CVRK01037154.1	24	22	7	8	2	1
CVRK01037155.1	0	0	0	0	0	0
CVRK01037156.1	0	0	0	0	0	0
CVRK01037157.1	0	0	0	0	0	0
CVRK01037158.1	17	13	0	0	0	0
CVRK01037159.1	103	100	23	21	2	2
CVRK01037160.1	2	2	1	2	0	1
CVRK01037161.1	26	28	4	7	3	4
CVRK01037162.1	5	7	5	4	1	1
CVRK01037163.1	3	2	0	0	0	0
CVRK01037164.1	14	16	4	5	1	0
CVRK01037165.1	1	1	0	0	0	0
CVRK01037166.1	343	317	181	179	70	69
CVRK01037167.1	0	0	0	0	0	0
CVRK01037168.1	0	0	2	2	0	0
CVRK01037169.1	97	100	140	139	97	87
CVRK01037170.1	25	18	17	15	4	5
CVRK01037171.1	19	21	1	1	2	3
CVRK01037172.1	15	13	1	4	1	1
CVRK01037173.1	0	0	0	0	0	0
CVRK01037175.1	56	54	30	29	21	18
CVRK01037176.1	1	0	0	0	0	0
CVRK01037177.1	7	7	2	2	1	1
CVRK01037178.1	32	29	16	21	15	16
CVRK01037179.1	0	0	0	0	0	0
CVRK01037180.1	288	288	210	210	109	113
CVRK01037181.1	70	75	13	12	0	0
CVRK01037182.1	1	0	1	0	1	1
CVRK01037183.1	2	1	3	6	1	2
CVRK01037184.1	4	3	2	2	0	0
CVRK01037185.1	46	47	19	16	3	2
CVRK01037186.1	31	33	57	54	0	0
CVRK01037187.1	30	25	12	10	7	4
CVRK01037188.1	4	6	1	0	0	0
CVRK01037189.1	9	8	3	2	0	0
CVRK01037190.1	8	8	0	0	0	0
CVRK01037191.1	51	45	3	3	0	0
CVRK01037192.1	74	80	19	18	9	10
CVRK01037193.1	1	0	0	0	0	0
CVRK01037194.1	32	32	38	36	6	6
CVRK01037195.1	0	0	1	1	0	0
CVRK01037196.1	2	2	4	5	0	0
CVRK01037197.1	1	2	4	5	0	0
