GENE	G_arboreum%G_a_1	G_arboreum%G_a_2	G_hirsutum_TX2094%allo_1	G_hirsutum_TX2094%allo_2	G_raimondii%G_r_1	G_raimondii%G_r_2
lcl|NC_030675.1_cds_XP_017613777.1_40522	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614746.1_40523	2	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017613277.1_40525	6	1	69	56	6	6
lcl|NC_030675.1_cds_XP_017613343.1_40527	16	9	8	6	6	1
lcl|NC_030675.1_cds_XP_017614897.1_40528	0	0	1	0	56	32
lcl|NC_030675.1_cds_XP_017612617.1_40529	140	103	145	147	152	97
lcl|NC_030675.1_cds_XP_017615744.1_40531	140	113	212	211	176	123
lcl|NC_030675.1_cds_XP_017613273.1_40533	21	26	26	28	18	15
lcl|NC_030675.1_cds_XP_017613778.1_40535	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017612173.1_40536	29	6	34	40	31	21
lcl|NC_030675.1_cds_XP_017612172.1_40537	33	17	32	33	42	22
lcl|NC_030675.1_cds_XP_017615541.1_40538	135	107	191	128	159	127
lcl|NC_030675.1_cds_XP_017612777.1_40539	6851	3814	4544	3405	9796	4958
lcl|NC_030675.1_cds_XP_017613060.1_40540	115	70	296	350	173	100
lcl|NC_030675.1_cds_XP_017612185.1_40541	55	38	53	44	108	50
lcl|NC_030675.1_cds_XP_017615904.1_40542	359	237	579	791	406	320
lcl|NC_030675.1_cds_XP_017615226.1_40543	24	9	8	7	12	6
lcl|NC_030675.1_cds_XP_017615225.1_40544	35	10	12	12	11	7
lcl|NC_030675.1_cds_XP_017615232.1_40550	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017615224.1_40551	246	197	295	309	381	223
lcl|NC_030675.1_cds_XP_017615199.1_40552	126	86	126	118	142	105
lcl|NC_030675.1_cds_XP_017612182.1_40554	73	43	101	91	152	88
lcl|NC_030675.1_cds_XP_017612184.1_40555	35	20	40	32	47	30
lcl|NC_030675.1_cds_XP_017615653.1_40556	211	129	152	142	187	123
lcl|NC_030675.1_cds_XP_017614718.1_40557	2	4	10	3	2	1
lcl|NC_030675.1_cds_XP_017615970.1_40558	102	69	111	135	40	53
lcl|NC_030675.1_cds_XP_017612384.1_40559	156	99	187	178	113	100
lcl|NC_030675.1_cds_XP_017614524.1_40560	26	21	38	37	52	30
lcl|NC_030675.1_cds_XP_017614637.1_40561	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017612277.1_40562	34	24	22	20	27	14
lcl|NC_030675.1_cds_XP_017613780.1_40563	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017613781.1_40564	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017614668.1_40566	3	1	1	0	0	0
lcl|NC_030675.1_cds_XP_017616117.1_40567	8	5	28	29	2	3
lcl|NC_030675.1_cds_XP_017616118.1_40568	70	41	55	76	54	31
lcl|NC_030675.1_cds_XP_017612829.1_40573	2	1	0	0	0	0
lcl|NC_030675.1_cds_XP_017613782.1_40574	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616011.1_40575	38	26	19	15	17	10
lcl|NC_030675.1_cds_XP_017613783.1_40576	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613784.1_40577	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615955.1_40578	436	269	303	347	265	194
lcl|NC_030675.1_cds_XP_017614802.1_40579	6	4	1	4	1	1
lcl|NC_030675.1_cds_XP_017613786.1_40580	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612404.1_40581	223	119	326	468	227	173
lcl|NC_030675.1_cds_XP_017615402.1_40582	3	1	6	9	0	0
lcl|NC_030675.1_cds_XP_017615403.1_40583	5	3	3	3	0	0
lcl|NC_030675.1_cds_XP_017614762.1_40584	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612506.1_40585	166	93	37	24	6	6
lcl|NC_030675.1_cds_XP_017614200.1_40586	210	81	336	411	252	170
lcl|NC_030675.1_cds_XP_017616201.1_40587	115	47	65	72	43	30
lcl|NC_030675.1_cds_XP_017614169.1_40589	18	3	18	16	27	12
lcl|NC_030675.1_cds_XP_017613787.1_40590	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614670.1_40591	1	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613416.1_40592	1220	681	40	53	793	547
lcl|NC_030675.1_cds_XP_017615589.1_40594	293	182	343	261	255	208
lcl|NC_030675.1_cds_XP_017613789.1_40596	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017615160.1_40598	868	657	736	514	778	539
lcl|NC_030675.1_cds_XP_017615161.1_40599	113	67	138	121	116	83
lcl|NC_030675.1_cds_XP_017614223.1_40601	224	169	295	375	328	174
lcl|NC_030675.1_cds_XP_017614646.1_40602	43	49	0	2	7	10
lcl|NC_030675.1_cds_XP_017616173.1_40603	492	462	687	680	228	119
lcl|NC_030675.1_cds_XP_017614765.1_40604	3	6	1	1	3	0
lcl|NC_030675.1_cds_XP_017613791.1_40605	7	9	3	0	0	0
lcl|NC_030675.1_cds_XP_017613793.1_40606	1	1	0	0	0	0
lcl|NC_030675.1_cds_XP_017613795.1_40607	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613796.1_40608	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613152.1_40609	56	37	17	13	24	20
lcl|NC_030675.1_cds_XP_017613797.1_40610	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612747.1_40611	95	70	71	99	94	78
lcl|NC_030675.1_cds_XP_017613798.1_40615	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614397.1_40616	106	47	69	79	38	35
lcl|NC_030675.1_cds_XP_017613151.1_40617	33	15	38	55	42	27
lcl|NC_030675.1_cds_XP_017615518.1_40618	151	117	119	126	129	106
lcl|NC_030675.1_cds_XP_017613799.1_40619	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615454.1_40623	317	229	243	277	165	110
lcl|NC_030675.1_cds_XP_017615455.1_40624	13	6	40	61	82	50
lcl|NC_030675.1_cds_XP_017615326.1_40625	448	315	458	474	444	321
lcl|NC_030675.1_cds_XP_017613802.1_40627	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614588.1_40628	2	1	2	8	4	5
lcl|NC_030675.1_cds_XP_017615430.1_40629	687	509	394	327	564	403
lcl|NC_030675.1_cds_XP_017614647.1_40630	6	1	0	0	0	0
lcl|NC_030675.1_cds_XP_017612813.1_40631	456	306	2	8	237	123
lcl|NC_030675.1_cds_XP_017614781.1_40632	17	12	1	3	47	22
lcl|NC_030675.1_cds_XP_017615488.1_40634	399	258	280	267	281	177
lcl|NC_030675.1_cds_XP_017613804.1_40635	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614563.1_40636	2	3	3	6	0	1
lcl|NC_030675.1_cds_XP_017614713.1_40637	1	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614715.1_40638	3	6	8	2	7	7
lcl|NC_030675.1_cds_XP_017612889.1_40639	561	360	545	624	463	373
lcl|NC_030675.1_cds_XP_017615088.1_40640	1239	813	892	741	1007	847
lcl|NC_030675.1_cds_XP_017612939.1_40642	40	41	33	31	3	6
lcl|NC_030675.1_cds_XP_017614399.1_40643	20	10	5	4	6	3
lcl|NC_030675.1_cds_XP_017613806.1_40645	2	1	0	0	0	0
lcl|NC_030675.1_cds_XP_017614788.1_40646	51	36	207	121	60	33
lcl|NC_030675.1_cds_XP_017613807.1_40647	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616052.1_40648	13	13	28	24	4	2
lcl|NC_030675.1_cds_XP_017613808.1_40649	128	71	162	163	96	68
lcl|NC_030675.1_cds_XP_017612651.1_40650	399	220	202	181	432	289
lcl|NC_030675.1_cds_XP_017612924.1_40652	106	75	114	142	214	111
lcl|NC_030675.1_cds_XP_017615517.1_40653	212	147	68	104	210	148
lcl|NC_030675.1_cds_XP_017615516.1_40654	204	124	55	45	95	64
lcl|NC_030675.1_cds_XP_017613809.1_40655	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612706.1_40656	78	63	65	57	88	50
lcl|NC_030675.1_cds_XP_017616113.1_40657	200	145	228	230	179	138
lcl|NC_030675.1_cds_XP_017612794.1_40658	48	33	45	38	44	36
lcl|NC_030675.1_cds_XP_017613810.1_40659	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017614235.1_40660	24	16	37	34	9	4
lcl|NC_030675.1_cds_XP_017612874.1_40661	162	138	163	185	221	166
lcl|NC_030675.1_cds_XP_017613812.1_40662	0	0	2	0	0	0
lcl|NC_030675.1_cds_XP_017615572.1_40664	0	2	5	5	4	2
lcl|NC_030675.1_cds_XP_017615574.1_40666	26	23	12	10	17	8
lcl|NC_030675.1_cds_XP_017616114.1_40667	462	292	417	351	274	221
lcl|NC_030675.1_cds_XP_017614213.1_40668	166	117	201	169	391	294
lcl|NC_030675.1_cds_XP_017612585.1_40669	42	22	7	6	24	12
lcl|NC_030675.1_cds_XP_017615633.1_40670	45	18	23	23	21	9
lcl|NC_030675.1_cds_XP_017615632.1_40671	21	10	13	27	20	22
lcl|NC_030675.1_cds_XP_017613813.1_40672	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614522.1_40673	9	5	2	5	6	5
lcl|NC_030675.1_cds_XP_017614845.1_40674	0	0	1	1	0	0
lcl|NC_030675.1_cds_XP_017614801.1_40675	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615643.1_40676	171	126	190	187	236	178
lcl|NC_030675.1_cds_XP_017615419.1_40678	369	296	423	375	377	217
lcl|NC_030675.1_cds_XP_017615703.1_40681	428	245	297	307	248	212
lcl|NC_030675.1_cds_XP_017612781.1_40682	270	146	273	252	125	102
lcl|NC_030675.1_cds_XP_017613814.1_40683	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017613815.1_40684	0	0	1	0	4	0
lcl|NC_030675.1_cds_XP_017613816.1_40685	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612340.1_40686	98	78	115	88	157	86
lcl|NC_030675.1_cds_XP_017613200.1_40689	121	70	25	48	19	15
lcl|NC_030675.1_cds_XP_017616099.1_40690	108	59	51	47	32	16
lcl|NC_030675.1_cds_XP_017616098.1_40691	126	66	113	141	79	55
lcl|NC_030675.1_cds_XP_017613817.1_40692	24	16	46	39	15	20
lcl|NC_030675.1_cds_XP_017613818.1_40693	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612793.1_40694	211	130	85	64	217	137
lcl|NC_030675.1_cds_XP_017614864.1_40695	8	8	3	3	1	2
lcl|NC_030675.1_cds_XP_017613819.1_40696	0	0	2	0	1	0
lcl|NC_030675.1_cds_XP_017614425.1_40697	120	53	90	72	64	53
lcl|NC_030675.1_cds_XP_017614273.1_40699	49	27	61	69	66	40
lcl|NC_030675.1_cds_XP_017616182.1_40700	229	142	189	203	200	114
lcl|NC_030675.1_cds_XP_017614526.1_40701	0	1	1	4	10	11
lcl|NC_030675.1_cds_XP_017612768.1_40702	50	47	68	59	39	44
lcl|NC_030675.1_cds_XP_017612278.1_40704	101	67	80	59	126	64
lcl|NC_030675.1_cds_XP_017614488.1_40706	31	12	27	17	31	11
lcl|NC_030675.1_cds_XP_017614913.1_40707	3	3	2	1	1	0
lcl|NC_030675.1_cds_XP_017614810.1_40708	6	5	0	7	4	3
lcl|NC_030675.1_cds_XP_017615662.1_40709	124	86	177	173	125	91
lcl|NC_030675.1_cds_XP_017614619.1_40710	24	17	1	1	16	12
lcl|NC_030675.1_cds_XP_017613186.1_40711	35	31	42	35	71	55
lcl|NC_030675.1_cds_XP_017613821.1_40712	0	0	0	0	0	1
lcl|NC_030675.1_cds_XP_017612809.1_40713	78	46	65	62	81	61
lcl|NC_030675.1_cds_XP_017612545.1_40715	122	76	68	57	87	49
lcl|NC_030675.1_cds_XP_017613822.1_40716	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614681.1_40717	2	0	0	2	3	1
lcl|NC_030675.1_cds_XP_017613823.1_40718	4	0	10	8	9	5
lcl|NC_030675.1_cds_XP_017616007.1_40719	271	179	206	275	226	219
lcl|NC_030675.1_cds_XP_017613824.1_40720	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017614812.1_40721	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612570.1_40722	202	122	5	12	3	0
lcl|NC_030675.1_cds_XP_017613825.1_40723	38	28	34	54	51	27
lcl|NC_030675.1_cds_XP_017613292.1_40724	4	2	22	29	0	0
lcl|NC_030675.1_cds_XP_017614512.1_40725	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615694.1_40726	161	114	239	167	175	141
lcl|NC_030675.1_cds_XP_017614602.1_40727	38	27	4	3	4	3
lcl|NC_030675.1_cds_XP_017613826.1_40728	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616243.1_40729	202	119	246	307	293	169
lcl|NC_030675.1_cds_XP_017614426.1_40730	13	9	5	3	8	3
lcl|NC_030675.1_cds_XP_017615852.1_40731	209	155	105	131	95	40
lcl|NC_030675.1_cds_XP_017615851.1_40732	455	349	163	228	344	208
lcl|NC_030675.1_cds_XP_017612335.1_40733	352	297	383	519	617	406
lcl|NC_030675.1_cds_XP_017612211.1_40734	1282	809	1148	1132	1783	1137
lcl|NC_030675.1_cds_XP_017614658.1_40735	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614937.1_40736	25	29	18	5	22	4
lcl|NC_030675.1_cds_XP_017613217.1_40737	121	91	45	87	40	34
lcl|NC_030675.1_cds_XP_017614407.1_40738	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612142.1_40739	232	155	170	186	237	125
lcl|NC_030675.1_cds_XP_017615817.1_40740	135	96	27	146	179	116
lcl|NC_030675.1_cds_XP_017612501.1_40741	259	152	197	182	179	151
lcl|NC_030675.1_cds_XP_017615753.1_40744	178	103	91	90	133	110
lcl|NC_030675.1_cds_XP_017614736.1_40745	1	0	1	1	0	0
lcl|NC_030675.1_cds_XP_017615248.1_40746	316	217	340	342	325	274
lcl|NC_030675.1_cds_XP_017614215.1_40747	117	71	163	156	214	134
lcl|NC_030675.1_cds_XP_017613827.1_40748	2	1	30	38	17	16
lcl|NC_030675.1_cds_XP_017614259.1_40749	0	0	1	1	0	0
lcl|NC_030675.1_cds_XP_017614364.1_40750	1	0	0	1	0	5
lcl|NC_030675.1_cds_XP_017614362.1_40751	0	0	0	0	0	3
lcl|NC_030675.1_cds_XP_017615624.1_40753	11	12	21	74	36	18
lcl|NC_030675.1_cds_XP_017615625.1_40754	0	1	1	4	3	0
lcl|NC_030675.1_cds_XP_017615621.1_40755	4	6	0	0	0	0
lcl|NC_030675.1_cds_XP_017613145.1_40757	338	216	246	295	461	246
lcl|NC_030675.1_cds_XP_017613829.1_40759	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614643.1_40760	0	0	0	8	0	0
lcl|NC_030675.1_cds_XP_017612407.1_40761	437	268	482	589	470	297
lcl|NC_030675.1_cds_XP_017613832.1_40765	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615422.1_40766	435	305	429	433	449	289
lcl|NC_030675.1_cds_XP_017615423.1_40767	330	195	230	359	260	197
lcl|NC_030675.1_cds_XP_017615555.1_40769	35	15	35	37	30	24
lcl|NC_030675.1_cds_XP_017615553.1_40770	30	17	34	27	27	20
lcl|NC_030675.1_cds_XP_017615554.1_40771	40	21	18	23	39	21
lcl|NC_030675.1_cds_XP_017615552.1_40772	23	20	32	28	28	24
lcl|NC_030675.1_cds_XP_017613174.1_40773	194	132	72	49	183	189
lcl|NC_030675.1_cds_XP_017615376.1_40774	162	137	199	143	185	115
lcl|NC_030675.1_cds_XP_017615375.1_40775	109	63	70	54	32	28
lcl|NC_030675.1_cds_XP_017613833.1_40776	2	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017616069.1_40777	55	50	55	63	56	52
lcl|NC_030675.1_cds_XP_017616070.1_40778	37	31	46	46	51	40
lcl|NC_030675.1_cds_XP_017612959.1_40780	103	58	155	173	281	209
lcl|NC_030675.1_cds_XP_017612236.1_40783	371	310	731	846	1053	698
lcl|NC_030675.1_cds_XP_017612416.1_40784	69	50	90	61	43	33
lcl|NC_030675.1_cds_XP_017613834.1_40786	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613218.1_40787	0	0	0	5	2	2
lcl|NC_030675.1_cds_XP_017614828.1_40788	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614911.1_40789	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613835.1_40790	0	0	1	0	1	0
lcl|NC_030675.1_cds_XP_017612853.1_40791	149	74	122	138	152	99
lcl|NC_030675.1_cds_XP_017616255.1_40792	114	67	71	88	102	72
lcl|NC_030675.1_cds_XP_017613836.1_40798	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612276.1_40799	272	210	329	277	230	132
lcl|NC_030675.1_cds_XP_017615850.1_40800	365	311	462	434	461	292
lcl|NC_030675.1_cds_XP_017615825.1_40801	109	62	98	98	259	196
lcl|NC_030675.1_cds_XP_017615908.1_40803	21	13	43	66	30	27
lcl|NC_030675.1_cds_XP_017615912.1_40806	12	8	18	20	7	7
lcl|NC_030675.1_cds_XP_017613026.1_40807	9	11	11	14	8	1
lcl|NC_030675.1_cds_XP_017613025.1_40808	4	1	4	6	2	5
lcl|NC_030675.1_cds_XP_017613838.1_40809	0	1	35	64	1	1
lcl|NC_030675.1_cds_XP_017613839.1_40810	0	2	1	1	0	0
lcl|NC_030675.1_cds_XP_017615116.1_40811	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615117.1_40812	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615120.1_40815	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615122.1_40817	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613840.1_40818	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616115.1_40819	294	165	438	454	344	180
lcl|NC_030675.1_cds_XP_017616183.1_40820	79	55	43	46	52	27
lcl|NC_030675.1_cds_XP_017614405.1_40823	7	9	78	100	22	11
lcl|NC_030675.1_cds_XP_017614382.1_40824	66	31	57	90	90	61
lcl|NC_030675.1_cds_XP_017614959.1_40825	0	0	0	0	0	1
lcl|NC_030675.1_cds_XP_017612377.1_40826	119	87	78	58	93	67
lcl|NC_030675.1_cds_XP_017612772.1_40827	156	113	125	141	212	118
lcl|NC_030675.1_cds_XP_017615138.1_40828	52	14	41	42	27	18
lcl|NC_030675.1_cds_XP_017615142.1_40832	61	31	28	51	26	20
lcl|NC_030675.1_cds_XP_017615136.1_40834	126	86	110	72	48	58
lcl|NC_030675.1_cds_XP_017614283.1_40835	48	31	28	23	27	19
lcl|NC_030675.1_cds_XP_017612749.1_40837	14	5	27	62	23	12
lcl|NC_030675.1_cds_XP_017612748.1_40838	787	504	829	976	926	685
lcl|NC_030675.1_cds_XP_017613843.1_40839	0	0	1	1	0	0
lcl|NC_030675.1_cds_XP_017614683.1_40840	1	3	14	6	7	4
lcl|NC_030675.1_cds_XP_017613844.1_40841	5	3	1	0	0	0
lcl|NC_030675.1_cds_XP_017616166.1_40842	478	307	642	859	283	194
lcl|NC_030675.1_cds_XP_017614408.1_40843	36	13	71	108	143	144
lcl|NC_030675.1_cds_XP_017613265.1_40844	69	38	53	124	99	34
lcl|NC_030675.1_cds_XP_017614766.1_40845	356	199	336	317	286	281
lcl|NC_030675.1_cds_XP_017613845.1_40849	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613846.1_40850	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613847.1_40851	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613377.1_40852	342	274	680	529	191	137
lcl|NC_030675.1_cds_XP_017612374.1_40853	126	112	72	106	71	37
lcl|NC_030675.1_cds_XP_017614827.1_40854	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616018.1_40855	567	317	173	251	433	278
lcl|NC_030675.1_cds_XP_017616138.1_40857	36	13	19	10	12	10
lcl|NC_030675.1_cds_XP_017615671.1_40858	214	156	111	165	122	89
lcl|NC_030675.1_cds_XP_017615672.1_40859	103	64	62	91	59	55
lcl|NC_030675.1_cds_XP_017615450.1_40860	55	19	24	24	21	35
lcl|NC_030675.1_cds_XP_017615452.1_40863	38	16	16	26	17	12
lcl|NC_030675.1_cds_XP_017613371.1_40864	39	28	22	25	6	5
lcl|NC_030675.1_cds_XP_017615463.1_40865	369	251	358	339	322	210
lcl|NC_030675.1_cds_XP_017614432.1_40866	1	2	0	1	1	0
lcl|NC_030675.1_cds_XP_017616051.1_40867	24	17	23	28	15	17
lcl|NC_030675.1_cds_XP_017616050.1_40868	381	203	267	502	224	160
lcl|NC_030675.1_cds_XP_017615915.1_40869	191	92	220	157	218	199
lcl|NC_030675.1_cds_XP_017615917.1_40871	291	169	200	214	254	153
lcl|NC_030675.1_cds_XP_017614815.1_40872	7	2	1	1	0	0
lcl|NC_030675.1_cds_XP_017615585.1_40873	112	67	99	127	106	95
lcl|NC_030675.1_cds_XP_017614917.1_40879	8	6	2	5	6	4
lcl|NC_030675.1_cds_XP_017612662.1_40880	41	32	107	63	61	26
lcl|NC_030675.1_cds_XP_017612663.1_40881	6	3	1	3	1	0
lcl|NC_030675.1_cds_XP_017613157.1_40883	26	26	21	9	11	10
lcl|NC_030675.1_cds_XP_017613158.1_40884	35	30	17	17	18	14
lcl|NC_030675.1_cds_XP_017614347.1_40885	71	53	23	26	7	0
lcl|NC_030675.1_cds_XP_017614454.1_40887	15	12	3	2	18	6
lcl|NC_030675.1_cds_XP_017614198.1_40888	0	0	8	4	12	21
lcl|NC_030675.1_cds_XP_017614538.1_40889	2	6	1	2	3	3
lcl|NC_030675.1_cds_XP_017614250.1_40890	84	45	105	124	121	90
lcl|NC_030675.1_cds_XP_017614654.1_40891	6	15	6	3	5	4
lcl|NC_030675.1_cds_XP_017614655.1_40892	11	12	11	13	8	7
lcl|NC_030675.1_cds_XP_017613395.1_40893	38	28	24	26	38	27
lcl|NC_030675.1_cds_XP_017615416.1_40894	69	29	43	45	31	42
lcl|NC_030675.1_cds_XP_017615415.1_40895	135	87	118	155	136	114
lcl|NC_030675.1_cds_XP_017613108.1_40896	99	64	105	105	87	69
lcl|NC_030675.1_cds_XP_017614358.1_40897	3	0	0	2	2	0
lcl|NC_030675.1_cds_XP_017615781.1_40898	100	50	78	71	105	62
lcl|NC_030675.1_cds_XP_017612595.1_40899	222	152	190	133	115	91
lcl|NC_030675.1_cds_XP_017613092.1_40901	139	60	82	190	62	33
lcl|NC_030675.1_cds_XP_017613849.1_40902	10	5	171	297	2	2
lcl|NC_030675.1_cds_XP_017612370.1_40903	2273	1310	2134	2328	1094	755
lcl|NC_030675.1_cds_XP_017613054.1_40904	114	79	102	121	118	68
lcl|NC_030675.1_cds_XP_017612873.1_40905	124	126	157	119	176	85
lcl|NC_030675.1_cds_XP_017615315.1_40906	857	526	710	721	871	562
lcl|NC_030675.1_cds_XP_017615324.1_40915	325	152	401	392	127	116
lcl|NC_030675.1_cds_XP_017613850.1_40916	1	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614650.1_40917	61	83	4	7	3	6
lcl|NC_030675.1_cds_XP_017612741.1_40918	146	90	198	163	169	103
lcl|NC_030675.1_cds_XP_017614450.1_40919	62	42	33	26	85	67
lcl|NC_030675.1_cds_XP_017612270.1_40921	1125	770	1213	1196	1675	864
lcl|NC_030675.1_cds_XP_017612907.1_40922	22	13	44	32	27	22
lcl|NC_030675.1_cds_XP_017615412.1_40927	172	134	155	187	191	99
lcl|NC_030675.1_cds_XP_017615413.1_40928	164	136	124	153	92	102
lcl|NC_030675.1_cds_XP_017614571.1_40929	21	3	9	11	17	8
lcl|NC_030675.1_cds_XP_017614568.1_40931	0	0	0	2	0	0
lcl|NC_030675.1_cds_XP_017613851.1_40932	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612533.1_40933	126	85	74	75	21	9
lcl|NC_030675.1_cds_XP_017616104.1_40936	259	146	304	343	378	206
lcl|NC_030675.1_cds_XP_017612931.1_40937	42	36	44	42	36	18
lcl|NC_030675.1_cds_XP_017612244.1_40938	64	56	113	108	145	106
lcl|NC_030675.1_cds_XP_017615314.1_40942	234	163	207	160	138	104
lcl|NC_030675.1_cds_XP_017612253.1_40943	23	25	12	7	2	2
lcl|NC_030675.1_cds_XP_017614672.1_40944	2	1	6	5	3	4
lcl|NC_030675.1_cds_XP_017613231.1_40945	31	22	16	21	23	11
lcl|NC_030675.1_cds_XP_017615244.1_40948	239	150	278	236	244	175
lcl|NC_030675.1_cds_XP_017614500.1_40949	20	5	21	25	32	24
lcl|NC_030675.1_cds_XP_017614575.1_40950	20	15	6	4	6	12
lcl|NC_030675.1_cds_XP_017613301.1_40951	23	24	15	12	17	10
lcl|NC_030675.1_cds_XP_017615434.1_40952	244	165	211	228	206	190
lcl|NC_030675.1_cds_XP_017613852.1_40953	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017612917.1_40955	66	28	32	28	49	38
lcl|NC_030675.1_cds_XP_017614775.1_40959	1	4	1	1	1	0
lcl|NC_030675.1_cds_XP_017614366.1_40960	15	6	4	11	11	7
lcl|NC_030675.1_cds_XP_017613853.1_40964	2	2	1	1	0	0
lcl|NC_030675.1_cds_XP_017615769.1_40965	24	16	16	29	6	5
lcl|NC_030675.1_cds_XP_017615770.1_40966	26	18	20	14	11	9
lcl|NC_030675.1_cds_XP_017615771.1_40967	29	17	12	15	19	5
lcl|NC_030675.1_cds_XP_017614404.1_40969	6	3	6	11	12	9
lcl|NC_030675.1_cds_XP_017614782.1_40970	12	6	2	1	0	1
lcl|NC_030675.1_cds_XP_017613854.1_40972	0	1	0	0	1	0
lcl|NC_030675.1_cds_XP_017613050.1_40973	446	307	222	155	173	131
lcl|NC_030675.1_cds_XP_017613855.1_40976	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017612743.1_40977	45	20	43	52	52	28
lcl|NC_030675.1_cds_XP_017612744.1_40978	34	12	22	30	29	13
lcl|NC_030675.1_cds_XP_017612369.1_40979	29	23	23	20	8	9
lcl|NC_030675.1_cds_XP_017615670.1_40980	687	566	535	508	689	339
lcl|NC_030675.1_cds_XP_017614759.1_40982	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615001.1_40983	383	279	285	366	532	299
lcl|NC_030675.1_cds_XP_017615195.1_40984	138	103	176	165	168	89
lcl|NC_030675.1_cds_XP_017613091.1_40985	34	23	37	42	45	24
lcl|NC_030675.1_cds_XP_017615329.1_40987	306	198	493	370	535	432
lcl|NC_030675.1_cds_XP_017615713.1_40992	505	278	758	1101	454	298
lcl|NC_030675.1_cds_XP_017615133.1_40994	352	188	279	256	447	381
lcl|NC_030675.1_cds_XP_017612886.1_40995	90	61	69	72	53	22
lcl|NC_030675.1_cds_XP_017612509.1_40996	13	12	11	4	17	6
lcl|NC_030675.1_cds_XP_017612508.1_40997	24	13	8	7	16	18
lcl|NC_030675.1_cds_XP_017614929.1_40998	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017614202.1_40999	268	159	330	282	387	132
lcl|NC_030675.1_cds_XP_017612728.1_41000	54	23	31	38	35	18
lcl|NC_030675.1_cds_XP_017616149.1_41001	163	134	136	97	118	89
lcl|NC_030675.1_cds_XP_017616145.1_41004	161	121	121	83	98	95
lcl|NC_030675.1_cds_XP_017614516.1_41005	0	1	4	1	2	3
lcl|NC_030675.1_cds_XP_017612515.1_41006	1296	730	1241	1321	1227	908
