GENE	G_arboreum%G_a_1	G_arboreum%G_a_2	G_hirsutum_TX2094%allo_1	G_hirsutum_TX2094%allo_2	G_raimondii%G_r_1	G_raimondii%G_r_2
lcl|NC_030675.1_cds_XP_017613049.1_40023	25	18	4	11	1	0
lcl|NC_030675.1_cds_XP_017613659.1_40024	409	252	74	59	41	18
lcl|NC_030675.1_cds_XP_017612778.1_40025	183	136	31	29	6	7
lcl|NC_030675.1_cds_XP_017614303.1_40026	25	11	27	31	20	11
lcl|NC_030675.1_cds_XP_017614675.1_40027	14	9	9	13	26	13
lcl|NC_030675.1_cds_XP_017613660.1_40029	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612574.1_40030	22	17	28	38	28	26
lcl|NC_030675.1_cds_XP_017612684.1_40031	14	11	43	46	85	52
lcl|NC_030675.1_cds_XP_017614729.1_40034	15	13	33	16	0	0
lcl|NC_030675.1_cds_XP_017614196.1_40035	188	154	254	209	248	120
lcl|NC_030675.1_cds_XP_017614340.1_40036	18	7	29	31	4	6
lcl|NC_030675.1_cds_XP_017612239.1_40037	107	57	134	177	158	124
lcl|NC_030675.1_cds_XP_017612241.1_40038	3	0	4	0	1	0
lcl|NC_030675.1_cds_XP_017616083.1_40039	93	52	144	104	122	65
lcl|NC_030675.1_cds_XP_017616061.1_40040	302	186	370	402	326	188
lcl|NC_030675.1_cds_XP_017613661.1_40043	102	57	113	97	123	87
lcl|NC_030675.1_cds_XP_017614821.1_40044	10	7	15	11	7	8
lcl|NC_030675.1_cds_XP_017614860.1_40046	22	9	1	0	2	0
lcl|NC_030675.1_cds_XP_017614471.1_40047	7	3	6	7	3	2
lcl|NC_030675.1_cds_XP_017615804.1_40048	144	94	125	143	129	106
lcl|NC_030675.1_cds_XP_017613113.1_40049	9	8	10	11	0	0
lcl|NC_030675.1_cds_XP_017613112.1_40050	9	5	8	9	0	0
lcl|NC_030675.1_cds_XP_017614345.1_40058	10	3	21	8	12	7
lcl|NC_030675.1_cds_XP_017613662.1_40059	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613293.1_40060	9	3	24	16	2	1
lcl|NC_030675.1_cds_XP_017614209.1_40061	62	36	36	37	61	32
lcl|NC_030675.1_cds_XP_017613663.1_40062	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613664.1_40063	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613666.1_40064	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613667.1_40065	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613668.1_40066	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017613669.1_40067	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613671.1_40068	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017613672.1_40069	0	1	1	1	0	0
lcl|NC_030675.1_cds_XP_017612866.1_40070	106	57	75	85	71	57
lcl|NC_030675.1_cds_XP_017614882.1_40071	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614889.1_40072	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615022.1_40073	141	87	12	19	2	1
lcl|NC_030675.1_cds_XP_017613673.1_40074	9	7	2	3	3	2
lcl|NC_030675.1_cds_XP_017613674.1_40075	135	113	143	167	49	38
lcl|NC_030675.1_cds_XP_017613675.1_40076	73	55	62	75	19	15
lcl|NC_030675.1_cds_XP_017614550.1_40077	12	6	25	22	19	12
lcl|NC_030675.1_cds_XP_017614339.1_40078	2	1	0	3	3	2
lcl|NC_030675.1_cds_XP_017613677.1_40079	80	50	27	25	53	35
lcl|NC_030675.1_cds_XP_017612256.1_40080	83	43	39	59	21	9
lcl|NC_030675.1_cds_XP_017612510.1_40081	50	26	34	35	0	0
lcl|NC_030675.1_cds_XP_017614614.1_40083	10	5	11	17	2	0
lcl|NC_030675.1_cds_XP_017612516.1_40084	56	28	49	33	0	0
lcl|NC_030675.1_cds_XP_017614445.1_40086	13	10	18	27	0	0
lcl|NC_030675.1_cds_XP_017613678.1_40087	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613680.1_40089	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613681.1_40090	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613372.1_40091	147	82	111	80	64	39
lcl|NC_030675.1_cds_XP_017612914.1_40092	137	95	113	178	99	64
lcl|NC_030675.1_cds_XP_017613682.1_40093	3	2	6	3	0	0
lcl|NC_030675.1_cds_XP_017615526.1_40094	186	130	169	169	203	228
lcl|NC_030675.1_cds_XP_017614848.1_40097	4	6	2	0	1	1
lcl|NC_030675.1_cds_XP_017614725.1_40098	63	38	17	12	76	41
lcl|NC_030675.1_cds_XP_017612189.1_40099	28	12	174	172	85	76
lcl|NC_030675.1_cds_XP_017612190.1_40100	45	29	31	41	96	63
lcl|NC_030675.1_cds_XP_017613402.1_40101	2	2	14	2	8	5
lcl|NC_030675.1_cds_XP_017613684.1_40102	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615934.1_40103	373	206	392	326	249	168
lcl|NC_030675.1_cds_XP_017612575.1_40106	3	7	0	0	0	0
lcl|NC_030675.1_cds_XP_017612579.1_40109	0	0	0	0	1	1
lcl|NC_030675.1_cds_XP_017615956.1_40110	104	65	105	74	71	40
lcl|NC_030675.1_cds_XP_017614416.1_40114	13	3	0	1	3	3
lcl|NC_030675.1_cds_XP_017614309.1_40115	99	64	38	76	113	68
lcl|NC_030675.1_cds_XP_017614589.1_40117	23	13	13	19	61	22
lcl|NC_030675.1_cds_XP_017613253.1_40119	57	36	22	25	52	24
lcl|NC_030675.1_cds_XP_017614533.1_40120	16	12	9	2	5	1
lcl|NC_030675.1_cds_XP_017615975.1_40121	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613181.1_40122	23	8	47	56	16	41
lcl|NC_030675.1_cds_XP_017614507.1_40124	57	24	40	59	36	29
lcl|NC_030675.1_cds_XP_017612280.1_40125	111	70	68	66	67	40
lcl|NC_030675.1_cds_XP_017613685.1_40127	12	6	44	22	8	9
lcl|NC_030675.1_cds_XP_017613686.1_40128	3	1	2	0	4	4
lcl|NC_030675.1_cds_XP_017613687.1_40129	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614660.1_40131	3	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017613688.1_40132	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612654.1_40134	36	25	41	26	36	18
lcl|NC_030675.1_cds_XP_017613689.1_40135	2	1	0	0	0	0
lcl|NC_030675.1_cds_XP_017613690.1_40136	7	3	16	20	9	7
lcl|NC_030675.1_cds_XP_017613692.1_40137	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614427.1_40138	12	8	25	13	8	7
lcl|NC_030675.1_cds_XP_017613089.1_40139	90	68	152	168	135	114
lcl|NC_030675.1_cds_XP_017612926.1_40140	119	84	155	163	94	58
lcl|NC_030675.1_cds_XP_017615181.1_40141	126	63	69	95	83	73
lcl|NC_030675.1_cds_XP_017615178.1_40143	22	13	28	11	14	10
lcl|NC_030675.1_cds_XP_017612703.1_40145	194	91	118	142	293	184
lcl|NC_030675.1_cds_XP_017615857.1_40147	144	79	158	113	121	50
lcl|NC_030675.1_cds_XP_017614921.1_40148	2	2	1	5	2	3
lcl|NC_030675.1_cds_XP_017612616.1_40149	27	6	8	20	19	15
lcl|NC_030675.1_cds_XP_017614922.1_40150	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613693.1_40151	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614869.1_40152	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613694.1_40153	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615972.1_40154	41	27	49	93	26	19
lcl|NC_030675.1_cds_XP_017615971.1_40155	15	12	14	22	25	23
lcl|NC_030675.1_cds_XP_017614573.1_40156	38	27	3	6	2	5
lcl|NC_030675.1_cds_XP_017612606.1_40157	368	212	247	290	253	212
lcl|NC_030675.1_cds_XP_017614722.1_40158	1	1	0	1	0	1
lcl|NC_030675.1_cds_XP_017613695.1_40159	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612213.1_40160	156	112	198	171	127	67
lcl|NC_030675.1_cds_XP_017613696.1_40161	1	1	10	9	0	0
lcl|NC_030675.1_cds_XP_017614824.1_40162	24	15	41	33	31	17
lcl|NC_030675.1_cds_XP_017616132.1_40163	84	79	110	93	60	60
lcl|NC_030675.1_cds_XP_017613122.1_40165	141	83	131	134	282	248
lcl|NC_030675.1_cds_XP_017615535.1_40166	81	43	74	111	46	52
lcl|NC_030675.1_cds_XP_017613697.1_40168	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017614324.1_40169	16	11	5	7	7	4
lcl|NC_030675.1_cds_XP_017612653.1_40170	224	168	212	236	267	146
lcl|NC_030675.1_cds_XP_017614555.1_40171	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613298.1_40172	272	163	227	148	134	87
lcl|NC_030675.1_cds_XP_017612600.1_40173	117	90	58	80	70	69
lcl|NC_030675.1_cds_XP_017615648.1_40174	224	119	136	159	141	101
lcl|NC_030675.1_cds_XP_017612569.1_40175	43	37	61	76	56	39
lcl|NC_030675.1_cds_XP_017615486.1_40176	717	517	998	874	427	335
lcl|NC_030675.1_cds_XP_017615371.1_40178	149	87	149	99	112	98
lcl|NC_030675.1_cds_XP_017615435.1_40182	170	126	159	197	134	74
lcl|NC_030675.1_cds_XP_017614791.1_40184	1	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613698.1_40185	0	0	4	0	0	0
lcl|NC_030675.1_cds_XP_017612720.1_40187	512	322	339	284	281	128
lcl|NC_030675.1_cds_XP_017615821.1_40188	222	155	233	195	246	165
lcl|NC_030675.1_cds_XP_017615058.1_40190	145	89	182	180	133	114
lcl|NC_030675.1_cds_XP_017615062.1_40194	335	215	322	307	132	97
lcl|NC_030675.1_cds_XP_017613700.1_40203	11	7	27	26	21	18
lcl|NC_030675.1_cds_XP_017615388.1_40204	213	140	261	175	216	273
lcl|NC_030675.1_cds_XP_017615167.1_40206	156	103	145	138	151	102
lcl|NC_030675.1_cds_XP_017615163.1_40207	151	127	169	139	160	107
lcl|NC_030675.1_cds_XP_017613702.1_40210	9	5	6	8	12	6
lcl|NC_030675.1_cds_XP_017612401.1_40211	132	75	94	120	94	77
lcl|NC_030675.1_cds_XP_017613703.1_40213	1	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616253.1_40214	57	36	51	81	48	41
lcl|NC_030675.1_cds_XP_017614686.1_40216	0	3	9	4	2	1
lcl|NC_030675.1_cds_XP_017613705.1_40217	0	0	0	0	1	1
lcl|NC_030675.1_cds_XP_017616127.1_40218	498	268	398	495	407	243
lcl|NC_030675.1_cds_XP_017612647.1_40220	102	84	87	89	120	103
lcl|NC_030675.1_cds_XP_017613706.1_40222	182	127	262	243	128	76
lcl|NC_030675.1_cds_XP_017614925.1_40223	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017613707.1_40224	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613708.1_40225	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017614866.1_40226	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017616081.1_40227	225	126	195	162	274	169
lcl|NC_030675.1_cds_XP_017612525.1_40228	6	5	3	3	7	10
lcl|NC_030675.1_cds_XP_017612526.1_40229	55	28	57	54	56	46
lcl|NC_030675.1_cds_XP_017615019.1_40230	0	0	1	0	1	0
lcl|NC_030675.1_cds_XP_017615658.1_40231	327	206	285	294	374	240
lcl|NC_030675.1_cds_XP_017612998.1_40232	536	383	657	784	797	409
lcl|NC_030675.1_cds_XP_017614667.1_40233	122	76	19	13	133	88
lcl|NC_030675.1_cds_XP_017614906.1_40234	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613321.1_40235	26	17	31	27	50	26
lcl|NC_030675.1_cds_XP_017613210.1_40236	110	79	200	92	48	18
lcl|NC_030675.1_cds_XP_017613709.1_40237	4	3	0	1	0	0
lcl|NC_030675.1_cds_XP_017612481.1_40238	1	0	1	3	2	1
lcl|NC_030675.1_cds_XP_017612480.1_40239	42	23	34	46	114	70
lcl|NC_030675.1_cds_XP_017612477.1_40241	75	23	41	66	152	119
lcl|NC_030675.1_cds_XP_017616188.1_40243	49	24	32	35	25	15
lcl|NC_030675.1_cds_XP_017614705.1_40249	3	1	2	2	6	1
lcl|NC_030675.1_cds_XP_017612947.1_40250	61	25	32	44	54	28
lcl|NC_030675.1_cds_XP_017614693.1_40251	7	5	11	17	3	4
lcl|NC_030675.1_cds_XP_017613711.1_40253	1	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017613153.1_40254	9	10	9	7	5	2
lcl|NC_030675.1_cds_XP_017613155.1_40256	6	0	15	23	17	10
lcl|NC_030675.1_cds_XP_017614254.1_40257	1	1	1	0	0	1
lcl|NC_030675.1_cds_XP_017613712.1_40258	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614518.1_40259	56	36	22	23	68	44
lcl|NC_030675.1_cds_XP_017613100.1_40260	18	8	20	22	20	12
lcl|NC_030675.1_cds_XP_017615608.1_40262	181	121	199	204	253	164
lcl|NC_030675.1_cds_XP_017616004.1_40264	35	34	51	53	49	22
lcl|NC_030675.1_cds_XP_017613266.1_40265	24	15	41	56	7	5
lcl|NC_030675.1_cds_XP_017613267.1_40266	12	13	23	51	6	4
lcl|NC_030675.1_cds_XP_017613713.1_40267	0	0	7	4	0	0
lcl|NC_030675.1_cds_XP_017613714.1_40268	0	0	3	0	0	0
lcl|NC_030675.1_cds_XP_017612862.1_40269	154	89	231	202	239	115
lcl|NC_030675.1_cds_XP_017612631.1_40270	142	108	183	171	166	92
lcl|NC_030675.1_cds_XP_017615360.1_40274	696	457	653	519	761	490
lcl|NC_030675.1_cds_XP_017615361.1_40275	14	19	23	27	10	11
lcl|NC_030675.1_cds_XP_017613373.1_40276	18	11	29	44	22	14
lcl|NC_030675.1_cds_XP_017613715.1_40278	0	0	4	0	0	0
lcl|NC_030675.1_cds_XP_017613719.1_40281	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614952.1_40282	1	2	13	5	0	0
lcl|NC_030675.1_cds_XP_017613720.1_40283	0	0	11	29	0	0
lcl|NC_030675.1_cds_XP_017613721.1_40284	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613722.1_40286	1	1	0	2	0	0
lcl|NC_030675.1_cds_XP_017613723.1_40287	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614485.1_40288	71	38	23	19	9	6
lcl|NC_030675.1_cds_XP_017613245.1_40290	48	34	34	41	38	30
lcl|NC_030675.1_cds_XP_017613725.1_40295	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613726.1_40296	961	1541	1029	776	2409	2215
lcl|NC_030675.1_cds_XP_017613728.1_40297	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613225.1_40298	2	1	46	42	0	0
lcl|NC_030675.1_cds_XP_017613729.1_40301	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017613730.1_40302	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615365.1_40303	26	15	7	5	20	7
lcl|NC_030675.1_cds_XP_017615368.1_40306	30	15	7	6	8	4
lcl|NC_030675.1_cds_XP_017615369.1_40307	17	13	1	2	7	11
lcl|NC_030675.1_cds_XP_017613356.1_40309	63	39	20	13	23	26
lcl|NC_030675.1_cds_XP_017614756.1_40310	9	4	7	7	5	2
lcl|NC_030675.1_cds_XP_017615749.1_40311	2664	2241	3536	2082	3331	1653
lcl|NC_030675.1_cds_XP_017613731.1_40312	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612675.1_40313	91	39	88	142	120	104
lcl|NC_030675.1_cds_XP_017613733.1_40314	0	0	1	0	6	3
lcl|NC_030675.1_cds_XP_017613287.1_40315	681	372	811	973	827	644
lcl|NC_030675.1_cds_XP_017616160.1_40317	333	207	255	250	307	269
lcl|NC_030675.1_cds_XP_017613734.1_40320	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615428.1_40321	287	162	252	255	237	195
lcl|NC_030675.1_cds_XP_017613735.1_40323	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616228.1_40324	637	478	716	886	730	419
lcl|NC_030675.1_cds_XP_017613736.1_40325	7	4	5	4	2	2
lcl|NC_030675.1_cds_XP_017613737.1_40326	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017613738.1_40327	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017612437.1_40328	252	136	312	444	299	175
lcl|NC_030675.1_cds_XP_017614836.1_40329	25	22	7	9	1	0
lcl|NC_030675.1_cds_XP_017612165.1_40330	1	1	3	0	4	3
lcl|NC_030675.1_cds_XP_017612163.1_40331	364	231	334	365	158	107
lcl|NC_030675.1_cds_XP_017612164.1_40332	1	1	2	0	0	0
lcl|NC_030675.1_cds_XP_017613740.1_40333	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613741.1_40334	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613743.1_40336	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017615619.1_40337	9976	6413	7453	8128	10323	6509
lcl|NC_030675.1_cds_XP_017615425.1_40338	1548	1224	1291	1384	1891	1086
lcl|NC_030675.1_cds_XP_017614230.1_40340	36	27	167	227	249	177
lcl|NC_030675.1_cds_XP_017612827.1_40341	1327	857	793	790	813	525
lcl|NC_030675.1_cds_XP_017612301.1_40342	129	57	51	57	81	61
lcl|NC_030675.1_cds_XP_017614312.1_40343	16	9	19	22	30	15
lcl|NC_030675.1_cds_XP_017615233.1_40346	162	101	180	125	181	168
lcl|NC_030675.1_cds_XP_017614896.1_40347	11	6	2	5	1	0
lcl|NC_030675.1_cds_XP_017613018.1_40348	103	59	125	132	85	62
lcl|NC_030675.1_cds_XP_017615543.1_40350	404	290	525	505	296	204
lcl|NC_030675.1_cds_XP_017615542.1_40351	359	268	513	483	241	196
lcl|NC_030675.1_cds_XP_017615792.1_40353	283	191	378	361	374	229
lcl|NC_030675.1_cds_XP_017613747.1_40357	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613748.1_40358	9	8	1	1	1	2
lcl|NC_030675.1_cds_XP_017615303.1_40359	141	91	154	152	144	139
lcl|NC_030675.1_cds_XP_017614393.1_40360	779	507	895	984	1354	716
lcl|NC_030675.1_cds_XP_017615977.1_40361	250	142	137	136	103	60
lcl|NC_030675.1_cds_XP_017612529.1_40362	66	53	83	96	171	119
lcl|NC_030675.1_cds_XP_017612528.1_40363	132	92	117	161	229	157
lcl|NC_030675.1_cds_XP_017613391.1_40364	7	3	9	13	15	10
lcl|NC_030675.1_cds_XP_017615676.1_40365	201	107	165	157	151	155
lcl|NC_030675.1_cds_XP_017612780.1_40366	259	242	45	36	174	100
lcl|NC_030675.1_cds_XP_017615246.1_40367	777	521	1160	1032	583	389
lcl|NC_030675.1_cds_XP_017613749.1_40369	13	5	18	30	28	21
lcl|NC_030675.1_cds_XP_017616218.1_40370	277	168	233	275	254	138
lcl|NC_030675.1_cds_XP_017615215.1_40371	65	37	60	62	34	23
lcl|NC_030675.1_cds_XP_017613179.1_40374	139	72	179	228	100	97
lcl|NC_030675.1_cds_XP_017615560.1_40375	305	162	178	211	185	151
lcl|NC_030675.1_cds_XP_017613750.1_40379	0	0	0	0	2	1
lcl|NC_030675.1_cds_XP_017613751.1_40380	1	0	4	0	0	1
lcl|NC_030675.1_cds_XP_017613752.1_40381	3	4	2	4	2	3
lcl|NC_030675.1_cds_XP_017612625.1_40382	14	14	25	24	33	26
lcl|NC_030675.1_cds_XP_017612628.1_40385	11	6	24	30	20	26
lcl|NC_030675.1_cds_XP_017613389.1_40387	50	24	41	48	9	8
lcl|NC_030675.1_cds_XP_017613753.1_40388	4	1	18	44	11	10
lcl|NC_030675.1_cds_XP_017616041.1_40389	80	47	90	109	72	64
lcl|NC_030675.1_cds_XP_017615182.1_40391	56	44	62	38	59	45
lcl|NC_030675.1_cds_XP_017615184.1_40392	71	53	56	34	53	31
lcl|NC_030675.1_cds_XP_017615185.1_40393	74	35	68	41	58	33
lcl|NC_030675.1_cds_XP_017615183.1_40394	69	33	67	44	49	44
lcl|NC_030675.1_cds_XP_017615187.1_40395	181	129	88	81	6	11
lcl|NC_030675.1_cds_XP_017615207.1_40397	352	256	479	262	409	294
lcl|NC_030675.1_cds_XP_017613755.1_40399	0	0	49	49	97	91
lcl|NC_030675.1_cds_XP_017614747.1_40400	8	3	9	11	6	8
lcl|NC_030675.1_cds_XP_017615387.1_40401	437	279	341	408	328	279
lcl|NC_030675.1_cds_XP_017615508.1_40402	110	67	111	88	87	81
lcl|NC_030675.1_cds_XP_017613756.1_40403	17	13	20	19	30	33
lcl|NC_030675.1_cds_XP_017615600.1_40404	433	313	392	612	356	251
lcl|NC_030675.1_cds_XP_017613757.1_40406	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613758.1_40409	0	0	0	2	0	0
lcl|NC_030675.1_cds_XP_017612466.1_40410	402	267	356	749	247	180
lcl|NC_030675.1_cds_XP_017613759.1_40411	1	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613760.1_40412	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613761.1_40413	9	7	6	3	3	1
lcl|NC_030675.1_cds_XP_017613763.1_40414	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615938.1_40415	175	108	170	185	149	114
lcl|NC_030675.1_cds_XP_017614284.1_40417	39	25	55	30	73	47
lcl|NC_030675.1_cds_XP_017613764.1_40418	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017613765.1_40419	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614246.1_40420	70	32	62	47	58	41
lcl|NC_030675.1_cds_XP_017612621.1_40421	197	148	202	299	229	170
lcl|NC_030675.1_cds_XP_017614299.1_40422	0	0	1	2	2	2
lcl|NC_030675.1_cds_XP_017616023.1_40423	108	67	99	104	96	84
lcl|NC_030675.1_cds_XP_017612573.1_40425	559	405	458	359	307	184
lcl|NC_030675.1_cds_XP_017612332.1_40426	923	624	583	420	318	277
lcl|NC_030675.1_cds_XP_017615249.1_40428	151	85	155	121	149	127
lcl|NC_030675.1_cds_XP_017615688.1_40429	335	304	30	56	284	182
lcl|NC_030675.1_cds_XP_017615353.1_40430	100	78	32	48	67	54
lcl|NC_030675.1_cds_XP_017615352.1_40431	125	71	40	48	77	63
lcl|NC_030675.1_cds_XP_017615354.1_40432	65	27	10	18	28	13
lcl|NC_030675.1_cds_XP_017615351.1_40433	50	32	49	57	22	20
lcl|NC_030675.1_cds_XP_017616214.1_40434	191	99	259	532	387	323
lcl|NC_030675.1_cds_XP_017612668.1_40435	84	45	76	81	74	59
lcl|NC_030675.1_cds_XP_017612826.1_40436	204	145	302	398	87	56
lcl|NC_030675.1_cds_XP_017614249.1_40437	49	29	48	64	27	14
lcl|NC_030675.1_cds_XP_017613374.1_40438	11250	6285	4881	6617	5561	4353
lcl|NC_030675.1_cds_XP_017612806.1_40439	39	15	34	27	22	16
lcl|NC_030675.1_cds_XP_017612805.1_40440	70	18	85	134	57	54
lcl|NC_030675.1_cds_XP_017612678.1_40444	113	61	130	132	116	74
lcl|NC_030675.1_cds_XP_017615974.1_40445	250	173	244	289	265	144
lcl|NC_030675.1_cds_XP_017614546.1_40447	507	297	493	542	817	652
lcl|NC_030675.1_cds_XP_017613069.1_40448	119	55	115	119	56	35
lcl|NC_030675.1_cds_XP_017614679.1_40450	6	1	1	1	6	3
lcl|NC_030675.1_cds_XP_017612212.1_40451	34	12	122	152	174	108
lcl|NC_030675.1_cds_XP_017613766.1_40452	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614616.1_40453	0	0	0	1	0	0
lcl|NC_030675.1_cds_XP_017614421.1_40457	17	2	2	4	3	0
lcl|NC_030675.1_cds_XP_017615965.1_40458	833	548	442	291	1475	918
lcl|NC_030675.1_cds_XP_017614902.1_40459	8	3	1	1	2	2
lcl|NC_030675.1_cds_XP_017613767.1_40460	1	0	6	5	20	4
lcl|NC_030675.1_cds_XP_017612676.1_40461	19	14	11	5	11	12
lcl|NC_030675.1_cds_XP_017615077.1_40462	162	89	118	137	101	79
lcl|NC_030675.1_cds_XP_017615078.1_40463	182	85	130	111	86	73
lcl|NC_030675.1_cds_XP_017615079.1_40464	181	90	139	122	80	82
lcl|NC_030675.1_cds_XP_017615661.1_40465	267	148	336	427	273	145
lcl|NC_030675.1_cds_XP_017615602.1_40466	66	55	92	89	60	55
lcl|NC_030675.1_cds_XP_017615603.1_40467	66	42	52	61	43	32
lcl|NC_030675.1_cds_XP_017612699.1_40468	46	33	26	21	106	79
lcl|NC_030675.1_cds_XP_017616097.1_40469	97	60	93	83	140	89
lcl|NC_030675.1_cds_XP_017614774.1_40470	0	3	0	0	0	3
lcl|NC_030675.1_cds_XP_017613769.1_40471	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017614910.1_40472	1	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615197.1_40475	90	54	63	83	117	73
lcl|NC_030675.1_cds_XP_017615196.1_40477	259	193	283	265	267	152
lcl|NC_030675.1_cds_XP_017614515.1_40478	11	2	0	0	3	0
lcl|NC_030675.1_cds_XP_017615175.1_40479	216	107	108	142	91	76
lcl|NC_030675.1_cds_XP_017615173.1_40480	3	4	8	11	10	5
lcl|NC_030675.1_cds_XP_017615174.1_40481	620	393	685	843	1086	703
lcl|NC_030675.1_cds_XP_017614517.1_40482	41	31	39	32	53	37
lcl|NC_030675.1_cds_XP_017614699.1_40483	9	8	12	9	10	4
lcl|NC_030675.1_cds_XP_017613027.1_40484	85	46	39	68	78	52
lcl|NC_030675.1_cds_XP_017612880.1_40485	44	35	35	42	64	38
lcl|NC_030675.1_cds_XP_017614789.1_40487	7	4	1	0	1	0
lcl|NC_030675.1_cds_XP_017613163.1_40488	1609	938	1329	1502	1925	1147
lcl|NC_030675.1_cds_XP_017612882.1_40489	587	509	131	206	2336	1419
lcl|NC_030675.1_cds_XP_017615717.1_40490	156	103	100	80	123	73
lcl|NC_030675.1_cds_XP_017613770.1_40491	0	0	1	0	0	0
lcl|NC_030675.1_cds_XP_017615960.1_40492	136	73	152	134	145	101
lcl|NC_030675.1_cds_XP_017614293.1_40493	60	33	45	50	73	33
lcl|NC_030675.1_cds_XP_017615719.1_40494	151	93	108	106	91	70
lcl|NC_030675.1_cds_XP_017612967.1_40495	10	6	4	11	7	9
lcl|NC_030675.1_cds_XP_017614473.1_40496	11	2	4	11	12	7
lcl|NC_030675.1_cds_XP_017612707.1_40503	101	72	93	111	87	70
lcl|NC_030675.1_cds_XP_017613196.1_40504	8	7	2	0	1	1
lcl|NC_030675.1_cds_XP_017613771.1_40508	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017616159.1_40509	2528	1756	2238	2633	3239	1404
lcl|NC_030675.1_cds_XP_017613007.1_40510	18	20	12	23	26	9
lcl|NC_030675.1_cds_XP_017615824.1_40511	310	215	189	142	98	67
lcl|NC_030675.1_cds_XP_017613204.1_40512	0	0	1	0	1	0
lcl|NC_030675.1_cds_XP_017613774.1_40514	0	0	0	0	0	0
lcl|NC_030675.1_cds_XP_017615529.1_40516	953	488	1225	950	704	508
lcl|NC_030675.1_cds_XP_017613775.1_40517	0	0	0	0	1	0
lcl|NC_030675.1_cds_XP_017613167.1_40518	7	11	31	26	66	38
lcl|NC_030675.1_cds_XP_017612372.1_40519	202	156	200	173	232	142
lcl|NC_030675.1_cds_XP_017613776.1_40521	0	0	0	0	0	0
